"i","j","value"
125,36,4.9067515540466937
126,36,4.9117086837395325
127,36,4.9166658134323713
128,36,4.9216229431252092
129,36,4.926580072818048
130,36,4.9315372025108868
131,36,4.9364943322037247
132,36,4.9414514618965635
133,36,4.9464085915894014
134,36,4.9513657212822402
135,36,4.956322850975079
136,36,4.9612799806679169
137,36,4.9662371103607557
138,36,4.9711942400535936
139,36,4.9761513697464324
140,36,4.9811084994392711
141,36,4.9860656291321099
142,36,4.9910227588249478
143,36,4.9959798885177857
144,36,5.0009370182106245
145,36,5.0058941479034633
146,36,5.0108512775963021
147,36,5.01580840728914
148,36,5.0207655369819779
149,36,5.0257226666748167
150,36,5.0306797963676555
151,36,5.0356369260604943
152,36,5.0405940557533322
153,36,5.0455511854461701
154,36,5.0505083151390098
155,36,5.0554654448318477
156,36,5.0604225745246865
157,36,5.0653797042175244
158,36,5.0703368339103623
159,36,5.075293963603202
160,36,5.0802510932960399
161,36,5.0852082229888786
162,36,5.0901653526817165
163,36,5.0951224823745562
164,36,5.1000796120673941
165,36,5.105036741760232
166,36,5.1099938714530708
167,36,5.1149510011459087
168,36,5.1199081308387484
169,36,5.1248652605315863
170,36,5.1298223902244242
171,36,5.134779519917263
172,36,5.1397366496101009
173,36,5.1446937793029406
174,36,5.1496509089957785
175,36,5.1546080386886164
176,36,5.1595651683814552
177,36,5.1645222980742931
178,36,5.1694794277671328
179,36,5.1744365574599707
180,36,5.1793936871528086
181,36,5.1843508168456474
182,36,5.1893079465384853
183,36,5.1942650762313249
184,36,5.1992222059241628
185,36,5.2041793356170016
186,36,5.2091364653098395
187,36,5.2140935950026783
188,36,5.2190507246955171
189,36,5.224007854388355
190,36,5.2289649840811938
191,36,5.2339221137740326
192,36,5.2388792434668705
193,36,5.2438363731597093
194,36,5.2487935028525472
195,36,5.253750632545386
196,36,5.2587077622382248
197,36,5.2636648919310636
198,36,5.2686220216239015
199,36,5.2735791513167394
200,36,5.2785362810095782
201,36,5.283493410702417
202,36,5.2884505403952558
203,36,5.2934076700880937
204,36,5.2983647997809316
205,36,5.3033219294737703
206,36,5.3082790591666091
207,36,5.3132361888594479
208,36,5.3181933185522858
209,36,5.3231504482451237
210,36,5.3281075779379625
211,36,5.3330647076308013
212,36,5.3380218373236401
213,36,5.342978967016478
214,36,5.3479360967093159
215,36,5.3528932264021547
216,36,5.3578503560949935
217,36,5.3628074857878323
218,36,5.3677646154806702
219,36,5.3727217451735081
220,36,5.3776788748663478
221,36,5.3826360045591857
222,36,5.3875931342520245
223,36,5.3925502639448624
224,36,5.397507393637702
225,36,5.4024645233305399
226,36,5.4074216530233778
227,36,5.4123787827162166
228,36,5.4173359124090545
229,36,5.4222930421018942
230,36,5.4272501717947321
231,36,5.43220730148757
232,36,5.4371644311804088
233,36,5.4421215608732467
234,36,5.4470786905660864
235,36,5.4520358202589243
236,36,5.4569929499517631
237,36,5.461950079644601
238,36,5.4669072093374389
239,36,5.4718643390302786
240,36,5.4768214687231165
241,36,0
242,36,0
243,36,0
244,36,0
245,36,0
246,36,0
247,36,0
248,36,0
249,36,0
250,36,0
251,36,0
252,36,0
253,36,0
1,37,4.2920674721347254
2,37,4.2970246018275633
3,37,4.3019817315204021
4,37,4.3069388612132409
5,37,4.3118959909060797
6,37,4.3168531205989176
7,37,4.3218102502917564
8,37,4.3267673799845943
9,37,4.3317245096774331
10,37,4.3366816393702718
11,37,4.3416387690631097
12,37,4.3465958987559485
13,37,4.3515530284487864
14,37,4.3565101581416252
15,37,4.361467287834464
16,37,4.3664244175273019
17,37,4.3713815472201407
18,37,4.3763386769129786
19,37,4.3812958066058174
20,37,4.3862529362986562
21,37,4.3912100659914941
22,37,4.3961671956843329
23,37,4.4011243253771708
24,37,4.4060814550700096
25,37,4.4110385847628484
26,37,4.4159957144556872
27,37,4.4209528441485251
28,37,4.4259099738413639
29,37,4.4308671035342018
30,37,4.4358242332270406
31,37,4.4407813629198793
32,37,4.4457384926127173
33,37,4.450695622305556
34,37,4.4556527519983948
35,37,4.4606098816912327
36,37,4.4655670113840715
37,37,4.4705241410769103
38,37,4.4754812707697482
39,37,4.480438400462587
40,37,4.4853955301554249
41,37,4.4903526598482637
42,37,4.4953097895411025
43,37,4.5002669192339404
44,37,4.5052240489267792
45,37,4.5101811786196171
46,37,4.5151383083124559
47,37,4.5200954380052947
48,37,4.5250525676981326
49,37,4.5300096973909714
50,37,4.5349668270838093
51,37,4.539923956776649
52,37,4.5448810864694869
53,37,4.5498382161623248
54,37,4.5547953458551635
55,37,4.5597524755480014
56,37,4.5647096052408411
57,37,4.569666734933679
58,37,4.5746238646265169
59,37,4.5795809943193557
60,37,4.5845381240121945
61,37,4.5894952537050333
62,37,4.5944523833978712
63,37,4.5994095130907091
64,37,4.6043666427835479
65,37,4.6093237724763867
66,37,4.6142809021692255
67,37,4.6192380318620634
68,37,4.6241951615549013
69,37,4.629152291247741
70,37,4.6341094209405789
71,37,4.6390665506334177
72,37,4.6440236803262556
73,37,4.6489808100190944
74,37,4.6539379397119331
75,37,4.658895069404771
76,37,4.6638521990976098
77,37,4.6688093287904477
78,37,4.6737664584832865
79,37,4.6787235881761253
80,37,4.6836807178689632
81,37,4.688637847561802
82,37,4.6935949772546399
83,37,4.6985521069474787
84,37,4.7035092366403175
85,37,4.7084663663331554
86,37,4.7134234960259942
87,37,4.7183806257188321
88,37,4.7233377554116709
89,37,4.7282948851045097
90,37,4.7332520147973485
91,37,4.7382091444901864
92,37,4.7431662741830243
93,37,4.748123403875864
94,37,4.7530805335687019
95,37,4.7580376632615407
96,37,4.7629947929543786
97,37,4.7679519226472165
98,37,4.7729090523400561
99,37,4.777866182032894
100,37,4.7828233117257328
101,37,4.7877804414185707
102,37,4.7927375711114104
103,37,4.7976947008042483
104,37,4.8026518304970862
105,37,4.807608960189925
106,37,4.8125660898827629
107,37,4.8175232195756026
108,37,4.8224803492684405
109,37,4.8274374789612784
110,37,4.8323946086541172
111,37,4.8373517383469551
112,37,4.8423088680397948
113,37,4.8472659977326327
114,37,4.8522231274254706
115,37,4.8571802571183094
116,37,4.8621373868111473
117,37,4.8670945165039869
118,37,4.8720516461968248
119,37,4.8770087758896628
120,37,4.8819659055825015
121,37,4.8869230352753394
122,37,4.8918801649681791
123,37,4.896837294661017
124,37,4.9017944243538549
125,37,4.9067515540466937
126,37,4.9117086837395325
127,37,4.9166658134323713
128,37,4.9216229431252092
129,37,4.926580072818048
130,37,4.9315372025108868
131,37,4.9364943322037247
132,37,4.9414514618965635
133,37,4.9464085915894014
134,37,4.9513657212822402
135,37,4.956322850975079
136,37,4.9612799806679169
137,37,4.9662371103607557
138,37,4.9711942400535936
139,37,4.9761513697464324
140,37,4.9811084994392711
141,37,4.9860656291321099
142,37,4.9910227588249478
143,37,4.9959798885177857
144,37,5.0009370182106245
145,37,5.0058941479034633
146,37,5.0108512775963021
147,37,5.01580840728914
148,37,5.0207655369819779
149,37,5.0257226666748167
150,37,5.0306797963676555
151,37,5.0356369260604943
152,37,5.0405940557533322
153,37,5.0455511854461701
154,37,5.0505083151390098
155,37,5.0554654448318477
156,37,5.0604225745246865
157,37,5.0653797042175244
158,37,5.0703368339103623
159,37,5.075293963603202
160,37,5.0802510932960399
161,37,5.0852082229888786
162,37,5.0901653526817165
163,37,5.0951224823745562
164,37,5.1000796120673941
165,37,5.105036741760232
166,37,5.1099938714530708
167,37,5.1149510011459087
168,37,5.1199081308387484
169,37,5.1248652605315863
170,37,5.1298223902244242
171,37,5.134779519917263
172,37,5.1397366496101009
173,37,5.1446937793029406
174,37,5.1496509089957785
175,37,5.1546080386886164
176,37,5.1595651683814552
177,37,5.1645222980742931
178,37,5.1694794277671328
179,37,5.1744365574599707
180,37,5.1793936871528086
181,37,5.1843508168456474
182,37,5.1893079465384853
183,37,5.1942650762313249
184,37,5.1992222059241628
185,37,5.2041793356170016
186,37,5.2091364653098395
187,37,5.2140935950026783
188,37,5.2190507246955171
189,37,5.224007854388355
190,37,5.2289649840811938
191,37,5.2339221137740326
192,37,5.2388792434668705
193,37,5.2438363731597093
194,37,5.2487935028525472
195,37,5.253750632545386
196,37,5.2587077622382248
197,37,5.2636648919310636
198,37,5.2686220216239015
199,37,5.2735791513167394
200,37,5.2785362810095782
201,37,5.283493410702417
202,37,5.2884505403952558
203,37,5.2934076700880937
204,37,5.2983647997809316
205,37,5.3033219294737703
206,37,5.3082790591666091
207,37,5.3132361888594479
208,37,5.3181933185522858
209,37,5.3231504482451237
210,37,5.3281075779379625
211,37,5.3330647076308013
212,37,5.3380218373236401
213,37,5.342978967016478
214,37,5.3479360967093159
215,37,5.3528932264021547
216,37,5.3578503560949935
217,37,5.3628074857878323
218,37,5.3677646154806702
219,37,5.3727217451735081
220,37,5.3776788748663478
221,37,5.3826360045591857
222,37,5.3875931342520245
223,37,5.3925502639448624
224,37,5.397507393637702
225,37,5.4024645233305399
226,37,5.4074216530233778
227,37,5.4123787827162166
228,37,5.4173359124090545
229,37,5.4222930421018942
230,37,5.4272501717947321
231,37,5.43220730148757
232,37,5.4371644311804088
233,37,5.4421215608732467
234,37,5.4470786905660864
235,37,5.4520358202589243
236,37,5.4569929499517631
237,37,5.461950079644601
238,37,5.4669072093374389
239,37,5.4718643390302786
240,37,5.4768214687231165
241,37,0
242,37,0
243,37,0
244,37,0
245,37,0
246,37,0
247,37,0
248,37,0
249,37,0
250,37,0
251,37,0
252,37,0
253,37,0
1,38,4.2920674721347254
2,38,4.2970453429559852
3,38,4.3020232137772467
4,38,4.3070010845985065
5,38,4.3119789554197672
6,38,4.3169568262410269
7,38,4.3219346970622876
8,38,4.3269125678835483
9,38,4.3318904387048081
10,38,4.3368683095260687
11,38,4.3418461803473294
12,38,4.3468240511685892
13,38,4.3518019219898498
14,38,4.3567797928111105
15,38,4.3617576636323703
16,38,4.3667355344536309
17,38,4.3717134052748916
18,38,4.3766912760961514
19,38,4.381669146917412
20,38,4.3866470177386718
21,38,4.3916248885599334
22,38,4.3966027593811932
23,38,4.4015806302024538
24,38,4.4065585010237145
25,38,4.4115363718449743
26,38,4.4165142426662349
27,38,4.4214921134874956
28,38,4.4264699843087554
29,38,4.431447855130016
30,38,4.4364257259512758
31,38,4.4414035967725365
32,38,4.4463814675937972
33,38,4.4513593384150569
34,38,4.4563372092363176
35,38,4.4613150800575783
36,38,4.466292950878838
37,38,4.4712708217000987
38,38,4.4762486925213594
39,38,4.48122656334262
40,38,4.4862044341638798
41,38,4.4911823049851405
42,38,4.4961601758064003
43,38,4.5011380466276609
44,38,4.5061159174489216
45,38,4.5110937882701814
46,38,4.516071659091442
47,38,4.5210495299127027
48,38,4.5260274007339625
49,38,4.5310052715552231
50,38,4.5359831423764838
51,38,4.5409610131977436
52,38,4.5459388840190043
53,38,4.550916754840264
54,38,4.5558946256615247
55,38,4.5608724964827854
56,38,4.5658503673040451
57,38,4.5708282381253058
58,38,4.5758061089465674
59,38,4.5807839797678271
60,38,4.5857618505890878
61,38,4.5907397214103485
62,38,4.5957175922316083
63,38,4.6006954630528689
64,38,4.6056733338741296
65,38,4.6106512046953894
66,38,4.61562907551665
67,38,4.6206069463379107
68,38,4.6255848171591705
69,38,4.6305626879804311
70,38,4.6355405588016909
71,38,4.6405184296229516
72,38,4.6454963004442122
73,38,4.650474171265472
74,38,4.6554520420867327
75,38,4.6604299129079934
76,38,4.6654077837292531
77,38,4.6703856545505138
78,38,4.6753635253717745
79,38,4.6803413961930342
80,38,4.6853192670142949
81,38,4.6902971378355556
82,38,4.6952750086568154
83,38,4.700252879478076
84,38,4.7052307502993367
85,38,4.7102086211205965
86,38,4.7151864919418571
87,38,4.7201643627631169
88,38,4.7251422335843776
89,38,4.7301201044056382
90,38,4.735097975226898
91,38,4.7400758460481587
92,38,4.7450537168694202
93,38,4.7500315876906791
94,38,4.7550094585119407
95,38,4.7599873293332013
96,38,4.7649652001544611
97,38,4.7699430709757218
98,38,4.7749209417969816
99,38,4.7798988126182422
100,38,4.7848766834395029
101,38,4.7898545542607627
102,38,4.7948324250820233
103,38,4.799810295903284
104,38,4.8047881667245438
105,38,4.8097660375458045
106,38,4.8147439083670651
107,38,4.8197217791883249
108,38,4.8246996500095856
109,38,4.8296775208308462
110,38,4.834655391652106
111,38,4.8396332624733667
112,38,4.8446111332946273
113,38,4.8495890041158871
114,38,4.8545668749371478
115,38,4.8595447457584076
116,38,4.8645226165796682
117,38,4.8695004874009289
118,38,4.8744783582221887
119,38,4.8794562290434493
120,38,4.88443409986471
121,38,4.8894119706859698
122,38,4.8943898415072304
123,38,4.8993677123284911
124,38,4.9043455831497509
125,38,4.9093234539710116
126,38,4.9143013247922722
127,38,4.919279195613532
128,38,4.9242570664347927
129,38,4.9292349372560542
130,38,4.934212808077314
131,38,4.9391906788985747
132,38,4.9441685497198344
133,38,4.9491464205410951
134,38,4.9541242913623558
135,38,4.9591021621836155
136,38,4.9640800330048762
137,38,4.9690579038261369
138,38,4.9740357746473967
139,38,4.9790136454686573
140,38,4.983991516289918
141,38,4.9889693871111778
142,38,4.9939472579324384
143,38,4.9989251287536982
144,38,5.0039029995749589
145,38,5.0088808703962195
146,38,5.0138587412174802
147,38,5.01883661203874
148,38,5.0238144828600007
149,38,5.0287923536812604
150,38,5.0337702245025211
151,38,5.0387480953237818
152,38,5.0437259661450415
153,38,5.0487038369663022
154,38,5.0536817077875629
155,38,5.0586595786088226
156,38,5.0636374494300833
157,38,5.068615320251344
158,38,5.0735931910726038
159,38,5.0785710618938644
160,38,5.0835489327151242
161,38,5.0885268035363849
162,38,5.0935046743576455
163,38,5.0984825451789053
164,38,5.103460416000166
165,38,5.1084382868214275
166,38,5.1134161576426864
167,38,5.118394028463948
168,38,5.1233718992852086
169,38,5.1283497701064684
170,38,5.1333276409277291
171,38,5.1383055117489898
172,38,5.1432833825702495
173,38,5.1482612533915102
174,38,5.1532391242127709
175,38,5.1582169950340306
176,38,5.1631948658552913
177,38,5.1681727366765511
178,38,5.1731506074978117
179,38,5.1781284783190724
180,38,5.1831063491403322
181,38,5.1880842199615929
182,38,5.1930620907828535
183,38,5.1980399616041133
184,38,5.203017832425374
185,38,5.2079957032466346
186,38,5.2129735740678944
187,38,5.2179514448891551
188,38,5.2229293157104149
189,38,5.2279071865316755
190,38,5.2328850573529362
191,38,5.2378629281741969
192,38,5.2428407989954566
193,38,5.2478186698167173
194,38,5.2527965406379771
195,38,5.2577744114592377
196,38,5.2627522822804984
197,38,5.2677301531017582
198,38,5.2727080239230188
199,38,5.2776858947442795
200,38,5.2826637655655393
201,38,5.2876416363868
202,38,5.2926195072080615
203,38,5.2975973780293213
204,38,5.302575248850582
205,38,5.3075531196718417
206,38,5.3125309904931024
207,38,5.3175088613143631
208,38,5.3224867321356228
209,38,5.3274646029568835
210,38,5.3324424737781442
211,38,5.337420344599404
212,38,5.3423982154206646
213,38,5.3473760862419253
214,38,5.3523539570631851
215,38,5.3573318278844457
216,38,5.3623096987057064
217,38,5.3672875695269662
218,38,5.3722654403482268
219,38,5.3772433111694875
220,38,5.3822211819907473
221,38,5.3871990528120079
222,38,5.3921769236332677
223,38,5.3971547944545284
224,38,5.4021326652757891
225,38,5.4071105360970488
226,38,5.4120884069183095
227,38,5.4170662777395702
228,38,5.4220441485608299
229,38,5.4270220193820906
230,38,5.4319998902033513
231,38,5.4369777610246111
232,38,5.4419556318458717
233,38,5.4469335026671315
234,38,5.4519113734883922
235,38,5.4568892443096528
236,38,5.4618671151309144
237,38,5.4668449859521733
238,38,5.4718228567734348
239,38,5.4768007275946937
240,38,0
241,38,0
242,38,0
243,38,0
244,38,0
245,38,0
246,38,0
247,38,0
248,38,0
249,38,0
250,38,0
251,38,0
252,38,0
253,38,0
1,39,4.2920674721347254
2,39,4.2970453429559852
3,39,4.3020232137772467
4,39,4.3070010845985065
5,39,4.3119789554197672
6,39,4.3169568262410269
7,39,4.3219346970622876
8,39,4.3269125678835483
9,39,4.3318904387048081
10,39,4.3368683095260687
11,39,4.3418461803473294
12,39,4.3468240511685892
13,39,4.3518019219898498
14,39,4.3567797928111105
15,39,4.3617576636323703
16,39,4.3667355344536309
17,39,4.3717134052748916
18,39,4.3766912760961514
19,39,4.381669146917412
20,39,4.3866470177386718
21,39,4.3916248885599334
22,39,4.3966027593811932
23,39,4.4015806302024538
24,39,4.4065585010237145
25,39,4.4115363718449743
26,39,4.4165142426662349
27,39,4.4214921134874956
28,39,4.4264699843087554
29,39,4.431447855130016
30,39,4.4364257259512758
31,39,4.4414035967725365
32,39,4.4463814675937972
33,39,4.4513593384150569
34,39,4.4563372092363176
35,39,4.4613150800575783
36,39,4.466292950878838
37,39,4.4712708217000987
38,39,4.4762486925213594
39,39,4.48122656334262
40,39,4.4862044341638798
41,39,4.4911823049851405
42,39,4.4961601758064003
43,39,4.5011380466276609
44,39,4.5061159174489216
45,39,4.5110937882701814
46,39,4.516071659091442
47,39,4.5210495299127027
48,39,4.5260274007339625
49,39,4.5310052715552231
50,39,4.5359831423764838
51,39,4.5409610131977436
52,39,4.5459388840190043
53,39,4.550916754840264
54,39,4.5558946256615247
55,39,4.5608724964827854
56,39,4.5658503673040451
57,39,4.5708282381253058
58,39,4.5758061089465674
59,39,4.5807839797678271
60,39,4.5857618505890878
61,39,4.5907397214103485
62,39,4.5957175922316083
63,39,4.6006954630528689
64,39,4.6056733338741296
65,39,4.6106512046953894
66,39,4.61562907551665
67,39,4.6206069463379107
68,39,4.6255848171591705
69,39,4.6305626879804311
70,39,4.6355405588016909
71,39,4.6405184296229516
72,39,4.6454963004442122
73,39,4.650474171265472
74,39,4.6554520420867327
75,39,4.6604299129079934
76,39,4.6654077837292531
77,39,4.6703856545505138
78,39,4.6753635253717745
79,39,4.6803413961930342
80,39,4.6853192670142949
81,39,4.6902971378355556
82,39,4.6952750086568154
83,39,4.700252879478076
84,39,4.7052307502993367
85,39,4.7102086211205965
86,39,4.7151864919418571
87,39,4.7201643627631169
88,39,4.7251422335843776
89,39,4.7301201044056382
90,39,4.735097975226898
91,39,4.7400758460481587
92,39,4.7450537168694202
93,39,4.7500315876906791
94,39,4.7550094585119407
95,39,4.7599873293332013
96,39,4.7649652001544611
97,39,4.7699430709757218
98,39,4.7749209417969816
99,39,4.7798988126182422
100,39,4.7848766834395029
101,39,4.7898545542607627
102,39,4.7948324250820233
103,39,4.799810295903284
104,39,4.8047881667245438
105,39,4.8097660375458045
106,39,4.8147439083670651
107,39,4.8197217791883249
108,39,4.8246996500095856
109,39,4.8296775208308462
110,39,4.834655391652106
111,39,4.8396332624733667
112,39,4.8446111332946273
113,39,4.8495890041158871
114,39,4.8545668749371478
115,39,4.8595447457584076
116,39,4.8645226165796682
117,39,4.8695004874009289
118,39,4.8744783582221887
119,39,4.8794562290434493
120,39,4.88443409986471
121,39,4.8894119706859698
122,39,4.8943898415072304
123,39,4.8993677123284911
124,39,4.9043455831497509
125,39,4.9093234539710116
126,39,4.9143013247922722
127,39,4.919279195613532
128,39,4.9242570664347927
129,39,4.9292349372560542
130,39,4.934212808077314
131,39,4.9391906788985747
132,39,4.9441685497198344
133,39,4.9491464205410951
134,39,4.9541242913623558
135,39,4.9591021621836155
136,39,4.9640800330048762
137,39,4.9690579038261369
138,39,4.9740357746473967
139,39,4.9790136454686573
140,39,4.983991516289918
141,39,4.9889693871111778
142,39,4.9939472579324384
143,39,4.9989251287536982
144,39,5.0039029995749589
145,39,5.0088808703962195
146,39,5.0138587412174802
147,39,5.01883661203874
148,39,5.0238144828600007
149,39,5.0287923536812604
150,39,5.0337702245025211
151,39,5.0387480953237818
152,39,5.0437259661450415
153,39,5.0487038369663022
154,39,5.0536817077875629
155,39,5.0586595786088226
156,39,5.0636374494300833
157,39,5.068615320251344
158,39,5.0735931910726038
159,39,5.0785710618938644
160,39,5.0835489327151242
161,39,5.0885268035363849
162,39,5.0935046743576455
163,39,5.0984825451789053
164,39,5.103460416000166
165,39,5.1084382868214275
166,39,5.1134161576426864
167,39,5.118394028463948
168,39,5.1233718992852086
169,39,5.1283497701064684
170,39,5.1333276409277291
171,39,5.1383055117489898
172,39,5.1432833825702495
173,39,5.1482612533915102
174,39,5.1532391242127709
175,39,5.1582169950340306
176,39,5.1631948658552913
177,39,5.1681727366765511
178,39,5.1731506074978117
179,39,5.1781284783190724
180,39,5.1831063491403322
181,39,5.1880842199615929
182,39,5.1930620907828535
183,39,5.1980399616041133
184,39,5.203017832425374
185,39,5.2079957032466346
186,39,5.2129735740678944
187,39,5.2179514448891551
188,39,5.2229293157104149
189,39,5.2279071865316755
190,39,5.2328850573529362
191,39,5.2378629281741969
192,39,5.2428407989954566
193,39,5.2478186698167173
194,39,5.2527965406379771
195,39,5.2577744114592377
196,39,5.2627522822804984
197,39,5.2677301531017582
198,39,5.2727080239230188
199,39,5.2776858947442795
200,39,5.2826637655655393
201,39,5.2876416363868
202,39,5.2926195072080615
203,39,5.2975973780293213
204,39,5.302575248850582
205,39,5.3075531196718417
206,39,5.3125309904931024
207,39,5.3175088613143631
208,39,5.3224867321356228
209,39,5.3274646029568835
210,39,5.3324424737781442
211,39,5.337420344599404
212,39,5.3423982154206646
213,39,5.3473760862419253
214,39,5.3523539570631851
215,39,5.3573318278844457
216,39,5.3623096987057064
217,39,5.3672875695269662
218,39,5.3722654403482268
219,39,5.3772433111694875
220,39,5.3822211819907473
221,39,5.3871990528120079
222,39,5.3921769236332677
223,39,5.3971547944545284
224,39,5.4021326652757891
225,39,5.4071105360970488
226,39,5.4120884069183095
227,39,5.4170662777395702
228,39,5.4220441485608299
229,39,5.4270220193820906
230,39,5.4319998902033513
231,39,5.4369777610246111
232,39,5.4419556318458717
233,39,5.4469335026671315
234,39,5.4519113734883922
235,39,5.4568892443096528
236,39,5.4618671151309144
237,39,5.4668449859521733
238,39,5.4718228567734348
239,39,5.4768007275946937
240,39,0
241,39,0
242,39,0
243,39,0
244,39,0
245,39,0
246,39,0
247,39,0
248,39,0
249,39,0
250,39,0
251,39,0
252,39,0
253,39,0
1,40,4.2920674721347254
2,40,4.2970662583796049
3,40,4.3020650446244835
4,40,4.307063830869363
5,40,4.3120626171142415
6,40,4.317061403359121
7,40,4.3220601896040005
8,40,4.3270589758488791
9,40,4.3320577620937586
10,40,4.3370565483386372
11,40,4.3420553345835167
12,40,4.3470541208283962
13,40,4.3520529070732747
14,40,4.3570516933181542
15,40,4.3620504795630328
16,40,4.3670492658079123
17,40,4.3720480520527918
18,40,4.3770468382976704
19,40,4.3820456245425499
20,40,4.3870444107874285
21,40,4.3920431970323079
22,40,4.3970419832771865
23,40,4.402040769522066
24,40,4.4070395557669455
25,40,4.4120383420118241
26,40,4.4170371282567036
27,40,4.4220359145015822
28,40,4.4270347007464617
29,40,4.4320334869913411
30,40,4.4370322732362197
31,40,4.4420310594810992
32,40,4.4470298457259778
33,40,4.4520286319708573
34,40,4.4570274182157359
35,40,4.4620262044606154
36,40,4.4670249907054949
37,40,4.4720237769503735
38,40,4.4770225631952529
39,40,4.4820213494401315
40,40,4.487020135685011
41,40,4.4920189219298896
42,40,4.4970177081747691
43,40,4.5020164944196486
44,40,4.5070152806645272
45,40,4.5120140669094067
46,40,4.5170128531542852
47,40,4.5220116393991647
48,40,4.5270104256440442
49,40,4.5320092118889228
50,40,4.5370079981338023
51,40,4.5420067843786809
52,40,4.5470055706235604
53,40,4.552004356868439
54,40,4.5570031431133184
55,40,4.5620019293581979
56,40,4.5670007156030765
57,40,4.571999501847956
58,40,4.5769982880928346
59,40,4.5819970743377141
60,40,4.5869958605825936
61,40,4.5919946468274722
62,40,4.5969934330723516
63,40,4.6019922193172302
64,40,4.6069910055621097
65,40,4.6119897918069883
66,40,4.6169885780518678
67,40,4.6219873642967473
68,40,4.6269861505416259
69,40,4.6319849367865054
70,40,4.6369837230313848
71,40,4.6419825092762634
72,40,4.646981295521142
73,40,4.6519800817660215
74,40,4.656978868010901
75,40,4.6619776542557796
76,40,4.6669764405006591
77,40,4.6719752267455386
78,40,4.6769740129904172
79,40,4.6819727992352957
80,40,4.6869715854801752
81,40,4.6919703717250547
82,40,4.6969691579699333
83,40,4.7019679442148128
84,40,4.7069667304596923
85,40,4.7119655167045709
86,40,4.7169643029494495
87,40,4.7219630891943298
88,40,4.7269618754392084
89,40,4.731960661684087
90,40,4.7369594479289674
91,40,4.741958234173846
92,40,4.7469570204187246
93,40,4.7519558066636032
94,40,4.7569545929084835
95,40,4.7619533791533621
96,40,4.7669521653982407
97,40,4.7719509516431211
98,40,4.7769497378879997
99,40,4.7819485241328783
100,40,4.7869473103777569
101,40,4.7919460966226373
102,40,4.7969448828675159
103,40,4.8019436691123945
104,40,4.8069424553572748
105,40,4.8119412416021534
106,40,4.816940027847032
107,40,4.8219388140919124
108,40,4.826937600336791
109,40,4.8319363865816696
110,40,4.8369351728265482
111,40,4.8419339590714285
112,40,4.8469327453163071
113,40,4.8519315315611857
114,40,4.8569303178060661
115,40,4.8619291040509447
116,40,4.8669278902958233
117,40,4.8719266765407028
118,40,4.8769254627855823
119,40,4.8819242490304608
120,40,4.8869230352753394
121,40,4.8919218215202198
122,40,4.8969206077650984
123,40,4.901919394009977
124,40,4.9069181802548565
125,40,4.911916966499736
126,40,4.9169157527446146
127,40,4.9219145389894932
128,40,4.9269133252343735
129,40,4.9319121114792521
130,40,4.9369108977241307
131,40,4.9419096839690102
132,40,4.9469084702138897
133,40,4.9519072564587683
134,40,4.9569060427036478
135,40,4.9619048289485272
136,40,4.9669036151934058
137,40,4.9719024014382853
138,40,4.9769011876831639
139,40,4.9818999739280434
140,40,4.986898760172922
141,40,4.9918975464178015
142,40,4.996896332662681
143,40,5.0018951189075596
144,40,5.006893905152439
145,40,5.0118926913973176
146,40,5.0168914776421971
147,40,5.0218902638870757
148,40,5.0268890501319552
149,40,5.0318878363768347
150,40,5.0368866226217133
151,40,5.0418854088665928
152,40,5.0468841951114713
153,40,5.0518829813563508
154,40,5.0568817676012303
155,40,5.0618805538461089
156,40,5.0668793400909884
157,40,5.0718781263358679
158,40,5.0768769125807465
159,40,5.0818756988256251
160,40,5.0868744850705045
161,40,5.091873271315384
162,40,5.0968720575602626
163,40,5.1018708438051421
164,40,5.1068696300500216
165,40,5.1118684162949002
166,40,5.1168672025397788
167,40,5.1218659887846583
168,40,5.1268647750295377
169,40,5.1318635612744163
170,40,5.1368623475192958
171,40,5.1418611337641753
172,40,5.1468599200090539
173,40,5.1518587062539325
174,40,5.156857492498812
175,40,5.1618562787436915
176,40,5.1668550649885701
177,40,5.1718538512334495
178,40,5.176852637478329
179,40,5.1818514237232076
180,40,5.1868502099680871
181,40,5.1918489962129666
182,40,5.1968477824578452
183,40,5.2018465687027238
184,40,5.2068453549476041
185,40,5.2118441411924827
186,40,5.2168429274373613
187,40,5.2218417136822408
188,40,5.2268404999271203
189,40,5.2318392861719989
190,40,5.2368380724168775
191,40,5.2418368586617579
192,40,5.2468356449066365
193,40,5.251834431151515
194,40,5.2568332173963945
195,40,5.261832003641274
196,40,5.2668307898861526
197,40,5.2718295761310312
198,40,5.2768283623759116
199,40,5.2818271486207902
200,40,5.2868259348656688
201,40,5.2918247211105491
202,40,5.2968235073554277
203,40,5.3018222936003063
204,40,5.3068210798451867
205,40,5.3118198660900653
206,40,5.3168186523349439
207,40,5.3218174385798225
208,40,5.3268162248247029
209,40,5.3318150110695814
210,40,5.33681379731446
211,40,5.3418125835593404
212,40,5.346811369804219
213,40,5.3518101560490976
214,40,5.3568089422939762
215,40,5.3618077285388566
216,40,5.3668065147837352
217,40,5.3718053010286138
218,40,5.3768040872734941
219,40,5.3818028735183727
220,40,5.3868016597632513
221,40,5.3918004460081299
222,40,5.3967992322530103
223,40,5.4017980184978889
224,40,5.4067968047427675
225,40,5.4117955909876478
